datum;nachname;anzahl;jahr
2020-12-31;Merki;7;2020
2021-12-31;Saurer;4;2021
2014-12-31;Borel;4;2014
2021-12-31;Loretan;24;2021
2014-12-31;Hamzic;4;2014
2019-12-31;Kücük;11;2019
2016-12-31;Cabrera;9;2016
2021-12-31;Rohleder;4;2021
2012-12-31;Mason;8;2012
2017-12-31;Volkart;5;2017
2021-12-31;Saal;4;2021
2020-12-31;Riess;4;2020
2022-12-31;Knobel;5;2022
2012-12-31;Wälchli;35;2012
2022-12-31;Antelo;9;2022
2012-12-31;Lauper;34;2012
2018-12-31;Sawas;7;2018
2019-12-31;Schwarz;172;2019
2018-12-31;Mösch;28;2018
2016-12-31;Meyre;6;2016
2014-12-31;Buomberger;6;2014
2021-12-31;Acemoglu;7;2021
2016-12-31;Zubenko;5;2016
2022-12-31;Manneh;6;2022
2019-12-31;Sucker;4;2019
2013-12-31;Zimmermann;366;2013
2020-12-31;Lauer;16;2020
2017-12-31;Spezzacatena;5;2017
2014-12-31;Gall;23;2014
2017-12-31;Zappatore;4;2017
2019-12-31;Roesler;4;2019
2018-12-31;Krenn;11;2018
2015-12-31;Hörler;11;2015
2013-12-31;Keskinaslan;4;2013
2022-12-31;Quinodoz;5;2022
2011-12-31;Trefzger;10;2011
2019-12-31;Di Giacomo;8;2019
2017-12-31;Payziner;4;2017
2014-12-31;Flükiger;14;2014
2018-12-31;Günes;17;2018
2011-12-31;Grab;5;2011
2018-12-31;Kölliker;26;2018
2020-12-31;Pasetto;8;2020
2014-12-31;Samba;8;2014
2016-12-31;Joggi;5;2016
2013-12-31;Kundert;10;2013
2018-12-31;Studiger;4;2018
2022-12-31;Bulfer;5;2022
2020-12-31;Studach;5;2020
2015-12-31;Knöpfel;14;2015
2018-12-31;Gremmelmaier;5;2018
2018-12-31;Kömleksiz;5;2018
2015-12-31;Pellegrino;11;2015
2011-12-31;Meng;4;2011
2018-12-31;Rüger;16;2018
2016-12-31;Hesse;6;2016
2018-12-31;Hefel;5;2018
2014-12-31;Barmettler;15;2014
2015-12-31;Nicolet;9;2015
2021-12-31;Neuschwander;7;2021
2014-12-31;Früh;28;2014
2018-12-31;Janic;4;2018
2013-12-31;Eisenhut;7;2013
2014-12-31;Sarioglu;24;2014
2019-12-31;Pardo;9;2019
2016-12-31;Stojanov;16;2016
2019-12-31;Pfäffli;15;2019
2014-12-31;Grässli;5;2014
2017-12-31;Bossong;7;2017
2013-12-31;Vonmoos;9;2013
2019-12-31;Rodic;10;2019
2012-12-31;Kudrnovsky;4;2012
2014-12-31;Altin;6;2014
2011-12-31;Bockemühl;7;2011
2012-12-31;Joshi;5;2012
2020-12-31;Bouche;4;2020
2020-12-31;Mercedes;4;2020
2013-12-31;Rammaert;4;2013
2018-12-31;Dubois;14;2018
2019-12-31;Winteler;18;2019
2020-12-31;Davi;7;2020
2020-12-31;Karten;12;2020
2016-12-31;Herger;11;2016
2019-12-31;Andelkovic;7;2019
2017-12-31;Faludi;4;2017
2022-12-31;Costanzo;12;2022
2021-12-31;Becks;4;2021
2015-12-31;Flad;6;2015
2015-12-31;Tovote;4;2015
2012-12-31;Annicchiarico;8;2012
2012-12-31;Schlecht;4;2012
2011-12-31;Jegge;23;2011
2011-12-31;Kamath;9;2011
2019-12-31;Sivalingam;12;2019
2022-12-31;Streuli;8;2022
2021-12-31;Zihlmann;46;2021
2014-12-31;D'Intino;5;2014
2015-12-31;Inal;7;2015
2020-12-31;Rubio;10;2020
2013-12-31;Fejza;17;2013
2022-12-31;Zengaffinen;6;2022
2018-12-31;von Laer;10;2018
2018-12-31;Kadrievski;7;2018
2022-12-31;Genhart;8;2022
2011-12-31;Mishra;8;2011
2022-12-31;Neher;6;2022
2019-12-31;Farenga;5;2019
2016-12-31;Wecker;4;2016
2016-12-31;Senkaya;5;2016
2017-12-31;Waltisperg;10;2017
2011-12-31;Kähli;9;2011
2022-12-31;Nicoli;4;2022
2011-12-31;Pejic;6;2011
2018-12-31;Useini;13;2018
2016-12-31;Spampinato;8;2016
2016-12-31;Mark;12;2016
2019-12-31;Ndongo;6;2019
2014-12-31;Roda;5;2014
2015-12-31;Djelili;16;2015
2019-12-31;Vasic;37;2019
2012-12-31;Dale;4;2012
2018-12-31;Baldé;4;2018
2018-12-31;Grünig;36;2018
2013-12-31;von Weymarn;7;2013
2015-12-31;Rueff;16;2015
2013-12-31;Darwish;8;2013
2020-12-31;Brenner;28;2020
2015-12-31;Camastral;4;2015
2020-12-31;Borromeo;4;2020
2015-12-31;Reuter;19;2015
2012-12-31;Liersch;4;2012
2019-12-31;Cuevas;11;2019
2012-12-31;Gooss;4;2012
2011-12-31;Castaldo;5;2011
2012-12-31;Gunzenhauser;17;2012
2017-12-31;Schlienger;19;2017
2013-12-31;Reidenbach;5;2013
2012-12-31;Kasarca;5;2012
2011-12-31;Eroglu;11;2011
2018-12-31;Jawara;9;2018
2011-12-31;Cain;6;2011
2020-12-31;Falivene;7;2020
2011-12-31;Balzer;8;2011
2012-12-31;Blanckarts;8;2012
2011-12-31;Budakova;5;2011
2014-12-31;Jemini;10;2014
2014-12-31;Berto;6;2014
2018-12-31;Sigg;35;2018
2015-12-31;Calero;4;2015
2017-12-31;Santhanarajah;5;2017
2019-12-31;Billich;10;2019
2020-12-31;Herber;4;2020
2015-12-31;Willi;42;2015
2022-12-31;Riedberger;4;2022
2013-12-31;Kavili;4;2013
2018-12-31;Hallersten;4;2018
2014-12-31;Ziltener;30;2014
2011-12-31;Dietschy;9;2011
2019-12-31;Buchli;9;2019
2015-12-31;Galland;4;2015
2012-12-31;Fazliu;15;2012
2012-12-31;Wittwer;32;2012
2014-12-31;von Sinner;6;2014
2017-12-31;Ghisalberti;4;2017
2017-12-31;Greco;17;2017
2014-12-31;Strajh;5;2014
2015-12-31;Petek;4;2015
2012-12-31;Hüni;4;2012
2020-12-31;Massard;7;2020
2021-12-31;Tülek;7;2021
2017-12-31;Ottenburg;9;2017
2017-12-31;Lauper;25;2017
2013-12-31;Jones;43;2013
2021-12-31;Bolel;4;2021
2011-12-31;Schöne;9;2011
2013-12-31;Wessendorf;5;2013
2014-12-31;Bächtold;16;2014
2022-12-31;Ghuge;4;2022
2020-12-31;Caprez;10;2020
2013-12-31;Turtschi;6;2013
2019-12-31;Zumsteg;40;2019
2019-12-31;Cavaleri;12;2019
2011-12-31;Magalhaes;15;2011
2018-12-31;Frère;4;2018
2017-12-31;Groth;5;2017
2020-12-31;Doucoure;4;2020
2012-12-31;Egloff;37;2012
2014-12-31;Orlando;22;2014
2020-12-31;Kuratle;4;2020
2021-12-31;Obayangbon;4;2021
2021-12-31;Küpfer;13;2021
2016-12-31;Begaj;4;2016
2021-12-31;Hoang;7;2021
2021-12-31;Peter;131;2021
2011-12-31;Schreier;14;2011
2020-12-31;Seidlitz;6;2020
2016-12-31;Simeone;13;2016
2014-12-31;Ding;8;2014
2018-12-31;Petricevic;4;2018
2021-12-31;Eberhart;17;2021
2018-12-31;Trujillo;5;2018
2015-12-31;Pusterla;4;2015
2019-12-31;Schnurr;15;2019
2014-12-31;Puglia;18;2014
2020-12-31;Karadoruk;10;2020
2011-12-31;Inhelder;6;2011
2013-12-31;Queijo;4;2013
2015-12-31;De Brito;6;2015
2011-12-31;Kestenholz;21;2011
2014-12-31;Pardey;10;2014
2022-12-31;Vrdoljak;4;2022
2016-12-31;Dessemontet;5;2016
2020-12-31;Barrett;4;2020
2016-12-31;Ammon;11;2016
2021-12-31;Naas;14;2021
2021-12-31;Hurtado;5;2021
2011-12-31;Perera;9;2011
2018-12-31;Descoeudres;4;2018
2014-12-31;Garifoli;4;2014
2011-12-31;Pulver;8;2011
2022-12-31;Gütersloh;4;2022
2019-12-31;Kenan;5;2019
2020-12-31;Naji;5;2020
2011-12-31;Castano;8;2011
2019-12-31;Bajorek;6;2019
2017-12-31;Naidu;4;2017
2015-12-31;Rechsteiner;45;2015
2017-12-31;Rakaj;7;2017
2015-12-31;Campagna;8;2015
2020-12-31;Hiltmann;6;2020
2022-12-31;Neves;12;2022
2011-12-31;Masson;4;2011
2018-12-31;Saxena;9;2018
2019-12-31;Lepir;4;2019
2020-12-31;Lori;5;2020
2014-12-31;Dumoulin;4;2014
2015-12-31;Ivanec;4;2015
2012-12-31;Gremaud;6;2012
2020-12-31;Jacomet;10;2020
2016-12-31;Vifian;5;2016
2019-12-31;Murillo;10;2019
2014-12-31;Aust;4;2014
2016-12-31;Botteron;4;2016
2018-12-31;Tekeste;5;2018
2012-12-31;Cagan;10;2012
2011-12-31;Yan;4;2011
2022-12-31;Moya;4;2022
2022-12-31;Nagpal;4;2022
2015-12-31;Racz;4;2015
2017-12-31;Krause;34;2017
2017-12-31;With;13;2017
2015-12-31;Moore;8;2015
2016-12-31;Dujlovic;5;2016
2019-12-31;Dragone;6;2019
2014-12-31;Bakir;12;2014
2018-12-31;Brechbühl;20;2018
2014-12-31;Gilliéron;12;2014
2015-12-31;Alaimo;5;2015
2016-12-31;Sailer;11;2016
2021-12-31;Goyal;4;2021
2021-12-31;Sigl;5;2021
2016-12-31;Gutjahr;24;2016
2020-12-31;Nagel;21;2020
2014-12-31;Boulkamh;4;2014
2016-12-31;Sleiman;5;2016
2012-12-31;Rawat;4;2012
2018-12-31;Kücükgörmez;7;2018
2018-12-31;Küçükgörmez;5;2018
2014-12-31;Fahrer;4;2014
2020-12-31;Bergmaier;6;2020
2012-12-31;Müry;9;2012
2014-12-31;Bui;5;2014
2020-12-31;Freiherr;5;2020
2013-12-31;Jolicor;4;2013
2015-12-31;Amacher;15;2015
2016-12-31;Girrbach;5;2016
2020-12-31;Akgöz;4;2020
2013-12-31;Blume;9;2013
2019-12-31;Raso;10;2019
2021-12-31;Nikolovski;6;2021
2021-12-31;Zumeri;6;2021
2022-12-31;Alvarez;57;2022
2012-12-31;Xavier;8;2012
2020-12-31;Crnogorac;4;2020
2018-12-31;Lohri;15;2018
2013-12-31;Wick;26;2013
2020-12-31;Esteves;5;2020
2021-12-31;Paca;4;2021
2015-12-31;Hohler;13;2015
2011-12-31;Juric;17;2011
2018-12-31;Kugelmann;4;2018
2013-12-31;Cicek;21;2013
2015-12-31;Minuz;4;2015
2022-12-31;Tamburini;4;2022
2012-12-31;Skoda;10;2012
2015-12-31;Cores;4;2015
2018-12-31;Slimen;5;2018
2021-12-31;Acifi;12;2021
2011-12-31;Hoffmann;102;2011
2012-12-31;Chauhan;11;2012
2020-12-31;Jaeggy;4;2020
2022-12-31;Pfalzberger;7;2022
2019-12-31;Meneghel;4;2019
2019-12-31;Wehrmüller;6;2019
2015-12-31;Teuscher;11;2015
2016-12-31;Saveljic;4;2016
2020-12-31;Artero;7;2020
2012-12-31;Soltermann;19;2012
2015-12-31;Lussmann;4;2015
2021-12-31;Grieco;10;2021
2018-12-31;Scotland;5;2018
2019-12-31;Ruesch;13;2019
2019-12-31;Rüesch;10;2019
2017-12-31;Hefty;10;2017
2017-12-31;Altermatt;52;2017
2020-12-31;Vetter;52;2020
2016-12-31;Scarborough;5;2016
2020-12-31;Ibrisevic;4;2020
2014-12-31;Kraft;11;2014
2014-12-31;Alappatt;4;2014
2017-12-31;Savoy;8;2017
2014-12-31;Kandiah;18;2014
2014-12-31;Lanfranchi;4;2014
2015-12-31;Jaggi;18;2015
2018-12-31;Néma;4;2018
2012-12-31;Schürch;50;2012
2011-12-31;Koyun;4;2011
2017-12-31;Celepci;13;2017
2017-12-31;Heuss;19;2017
2019-12-31;Meili;20;2019
2016-12-31;Jakupi;53;2016
2011-12-31;Rauschenbach;4;2011
2022-12-31;Indlekofer;15;2022
2021-12-31;Spagnoli;6;2021
2014-12-31;Mülhaupt;6;2014
2013-12-31;Erhart;7;2013
2014-12-31;Chong;8;2014
2015-12-31;Soliman;4;2015
2015-12-31;Scheurer;13;2015
2022-12-31;Tippasorn;4;2022
2015-12-31;Milo;5;2015
2011-12-31;Ecknauer;7;2011
2017-12-31;Schneeberger;58;2017
2015-12-31;Kishan;5;2015
2013-12-31;Leslie;5;2013
2021-12-31;Ackermann;99;2021
2019-12-31;Gligorov;6;2019
2018-12-31;van Hoey;5;2018
2016-12-31;Wotke;4;2016
2022-12-31;Moore;8;2022
2018-12-31;Bögli;19;2018
2013-12-31;Branger;4;2013
2011-12-31;Juval;5;2011
2013-12-31;Scharf;8;2013
2022-12-31;Wehrli;62;2022
2015-12-31;Bogazköy;4;2015
2012-12-31;Avgeris;4;2012
2019-12-31;Giavina;5;2019
2014-12-31;Kocakgöl;4;2014
2011-12-31;Frahm;4;2011
2015-12-31;Samec;4;2015
2019-12-31;Hensel;5;2019
2013-12-31;Yalin;17;2013
2019-12-31;Habte;6;2019
2019-12-31;D'Ercole;5;2019
2016-12-31;Altmann;7;2016
2020-12-31;Rezai;10;2020
2021-12-31;Drezga;5;2021
2016-12-31;Kadrievski;7;2016
2020-12-31;Arapovic;4;2020
2013-12-31;Selvarajah;7;2013
2022-12-31;Rickenbacher;29;2022
2017-12-31;Georgi;4;2017
2018-12-31;Aliji;38;2018
2020-12-31;Diem;17;2020
2022-12-31;Caderas;18;2022
2020-12-31;Spühler;13;2020
2013-12-31;Myers;5;2013
2017-12-31;Hunkeler;16;2017
2017-12-31;Nagarajah;4;2017
2015-12-31;Woigk;5;2015
2019-12-31;Gessler;14;2019
2017-12-31;Wörner;6;2017
2015-12-31;Cerullo;4;2015
2022-12-31;Bajramoska;4;2022
2014-12-31;Vaistij;4;2014
2018-12-31;Cadalbert;10;2018
2018-12-31;Senft;7;2018
2022-12-31;Graner;4;2022
2018-12-31;Pertoldi;4;2018
2020-12-31;Bertherin;4;2020
2012-12-31;Kaminski;11;2012
2016-12-31;Alxneit;4;2016
2012-12-31;Canova;12;2012
2011-12-31;Labusta;6;2011
2013-12-31;Vilela;4;2013
2015-12-31;Krämer;16;2015
2021-12-31;Lichtenhahn;6;2021
2019-12-31;Hohenfeld;4;2019
2019-12-31;Hämmerle;7;2019
2017-12-31;Adornetto;6;2017
2019-12-31;Grosshans;7;2019
2021-12-31;D'Avino;6;2021
2019-12-31;Briatico;6;2019
2014-12-31;Zittel;4;2014
2015-12-31;Cacciatore;8;2015
2019-12-31;Knüsel;6;2019
2017-12-31;Ghozlani;5;2017
2016-12-31;Teichmüller;4;2016
2011-12-31;Limacher;11;2011
2013-12-31;Brancik;4;2013
2020-12-31;Kollitsch;6;2020
2016-12-31;Ittig;5;2016
2012-12-31;Kum;4;2012
2013-12-31;Zhu;7;2013
2018-12-31;Plaz;5;2018
2011-12-31;Yakut;11;2011
2016-12-31;Kilinc;13;2016
2012-12-31;Nuredini;76;2012
2011-12-31;Üzel;4;2011
2017-12-31;Zahner;14;2017
2022-12-31;Stork;6;2022
2014-12-31;Peking;5;2014
2015-12-31;Mohanty;6;2015
2017-12-31;Dreyfuss;6;2017
2017-12-31;Künzli;43;2017
2013-12-31;Vulin;6;2013
2012-12-31;Lam;13;2012
2020-12-31;Plozza;10;2020
2014-12-31;Lautenschlager;10;2014
2011-12-31;Dassi;6;2011
2018-12-31;Bajra;8;2018
2017-12-31;Balinovic;7;2017
2015-12-31;Brzovic;5;2015
2019-12-31;Selvachandiran;4;2019
2014-12-31;Mamie;5;2014
2011-12-31;Danicic;4;2011
2013-12-31;Özpek;4;2013
2013-12-31;Kartca;10;2013
2018-12-31;Köroglu;4;2018
2013-12-31;Dembinski;8;2013
2020-12-31;Deshmukh;11;2020
2018-12-31;Callegari;6;2018
2020-12-31;Fosse;4;2020
2017-12-31;Veliu;13;2017
2021-12-31;Maxelon;4;2021
2013-12-31;Cazzato;4;2013
2015-12-31;Bargmann;4;2015
2012-12-31;Widrig;10;2012
2016-12-31;Krummenacher;23;2016
2019-12-31;Augem;5;2019
2020-12-31;Noirjean;6;2020
2016-12-31;Geering;29;2016
2019-12-31;Kalla;6;2019
2015-12-31;Gülal;5;2015
2019-12-31;Duarte;32;2019
2012-12-31;Puglia;17;2012
2018-12-31;Hütten;5;2018
2012-12-31;Tauss;5;2012
2014-12-31;Emhazion;5;2014
2018-12-31;Frost;15;2018
2013-12-31;Rezai;9;2013
2016-12-31;Virchow;4;2016
2015-12-31;Dombois;4;2015
2022-12-31;Smith;45;2022
2015-12-31;Devos;5;2015
2015-12-31;Freudiger;18;2015
2021-12-31;Cali;8;2021
2018-12-31;Kindler;15;2018
2013-12-31;Baspinar;4;2013
2019-12-31;Lischer;15;2019
2012-12-31;Danner;11;2012
2020-12-31;Lomma;12;2020
2016-12-31;Trefzer;26;2016
2016-12-31;Hughes;12;2016
2013-12-31;Gümüs;14;2013
2018-12-31;Pasche;4;2018
2018-12-31;Murina;6;2018
2011-12-31;Hoang;5;2011
2020-12-31;Ritter;79;2020
2013-12-31;Joray;20;2013
2017-12-31;Marques;43;2017
2018-12-31;Patzwahl;4;2018
2014-12-31;Novakovic;13;2014
2012-12-31;Espinosa;4;2012
2020-12-31;Mills;4;2020
2022-12-31;Ochse;6;2022
2022-12-31;Brzovic;5;2022
2012-12-31;Hohenfeld;4;2012
2011-12-31;Pausa;6;2011
2022-12-31;Hessel;7;2022
2017-12-31;Djokovic;4;2017
2016-12-31;Vest;4;2016
2022-12-31;Gessner;4;2022
2020-12-31;Luisoni;4;2020
2019-12-31;Trailovic;5;2019
2017-12-31;Hauswirth;13;2017
2020-12-31;Eichelberger;8;2020
2011-12-31;Cevizci;4;2011
2016-12-31;Ebiziem;4;2016
2013-12-31;Sabanovic;4;2013
2015-12-31;Sivarajah;8;2015
2016-12-31;Scheidiger;4;2016
2019-12-31;De Maria;5;2019
2020-12-31;Sigrist;50;2020
2016-12-31;Egeric;6;2016
2022-12-31;Büch;5;2022
2022-12-31;Bregy;5;2022
2011-12-31;Damas;4;2011
2014-12-31;Capra;5;2014
2012-12-31;Dalan;4;2012
2020-12-31;Paracha;4;2020
2021-12-31;Camino;4;2021
2013-12-31;Dürig;22;2013
2015-12-31;Hiller;6;2015
2017-12-31;Tartaglia;7;2017
2013-12-31;Eller;5;2013
2022-12-31;Gartenhauser;4;2022
2011-12-31;Biondo;5;2011
2018-12-31;Kanlic;8;2018
2021-12-31;Fagagnini;4;2021
2015-12-31;Falanga;5;2015
2017-12-31;Steuer;9;2017
2015-12-31;Francisco;18;2015
2018-12-31;Frattini;9;2018
2011-12-31;Sam;5;2011
2021-12-31;Saveljic;4;2021
2020-12-31;Aranha;6;2020
2011-12-31;Di Noto;7;2011
2014-12-31;Lüönd;8;2014
2011-12-31;Ehrismann;7;2011
2015-12-31;Schagdeh;4;2015
2015-12-31;Strittmatter;17;2015
2018-12-31;Belaïd;5;2018
2012-12-31;Hawas;4;2012
2018-12-31;Amann;11;2018
2014-12-31;Ndiaye;5;2014
2016-12-31;Roller;7;2016
2012-12-31;Mössner;4;2012
2012-12-31;Barretta;6;2012
2020-12-31;Lei;7;2020
2013-12-31;Punniyamoorthy;4;2013
2011-12-31;Derivaz;4;2011
2018-12-31;Sapkota;8;2018
2018-12-31;Castronovo;6;2018
2022-12-31;Camci;9;2022
2011-12-31;Genc;25;2011
2022-12-31;Vetsch;17;2022
2017-12-31;Bottoni;7;2017
2014-12-31;Raveendran;4;2014
2018-12-31;Citaku;10;2018
2011-12-31;Vonarb;4;2011
2011-12-31;Gysin;192;2011
2018-12-31;Sar;10;2018
2021-12-31;Füllhaas;4;2021
2018-12-31;Pfluger;7;2018
2018-12-31;Pflüger;7;2018
2022-12-31;Rahiel;9;2022
2021-12-31;Stein;35;2021
2020-12-31;Chandler;4;2020
2016-12-31;Luciano;4;2016
2012-12-31;Yanik;4;2012
2014-12-31;D'Amico;5;2014
2020-12-31;Özgü;6;2020
2012-12-31;Gisin;51;2012
2020-12-31;Henkel;7;2020
2019-12-31;Leugger;6;2019
2011-12-31;Zmoos;10;2011
2017-12-31;Nocera;11;2017
2019-12-31;Kurz;56;2019
2015-12-31;Feliz;4;2015
2017-12-31;Ünlütepe;5;2017
2013-12-31;Dobr;4;2013
2019-12-31;Sakho;4;2019
2014-12-31;Kenel;8;2014
2014-12-31;Zorba;4;2014
2018-12-31;Jojic;4;2018
2011-12-31;Brantschen;18;2011
2022-12-31;Saul;4;2022
2015-12-31;Crevoisier;5;2015
2018-12-31;Neukomm;6;2018
2022-12-31;Fuchs;117;2022
2022-12-31;Archer;4;2022
2019-12-31;Tang;17;2019
2018-12-31;Pukaj;6;2018
2020-12-31;Caetano;6;2020
2019-12-31;Proto;8;2019
2013-12-31;Gugliuzzo;7;2013
2018-12-31;Stephan;12;2018
2021-12-31;Di Palma;5;2021
2011-12-31;Jones;30;2011
2021-12-31;Trüeb;8;2021
2016-12-31;Freund;13;2016
2021-12-31;Ünsür;5;2021
2018-12-31;Känel;10;2018
2012-12-31;Bürgisser;18;2012
2014-12-31;Autiero;5;2014
2014-12-31;Antonio;5;2014
2012-12-31;Kunam;4;2012
2014-12-31;Girma;4;2014
2014-12-31;Yigit;19;2014
2015-12-31;Gasche;10;2015
2018-12-31;Lucht;6;2018
2011-12-31;Radovanovic;16;2011
2020-12-31;Burgy;5;2020
2018-12-31;Gfeller;38;2018
2017-12-31;Lösch;5;2017
2011-12-31;Menini;17;2011
2013-12-31;Flach;18;2013
2014-12-31;von Dahlen;5;2014
2019-12-31;Tempini;7;2019
2021-12-31;Harimci;5;2021
2018-12-31;Bellwald;4;2018
2012-12-31;Grunder;20;2012
2011-12-31;Sackmann;10;2011
2014-12-31;Lange;24;2014
2016-12-31;Remond;4;2016
2015-12-31;Sulejmani;38;2015
2014-12-31;Felder;25;2014
2012-12-31;Beyli;4;2012
2019-12-31;Torri;4;2019
2016-12-31;Boss;41;2016
2021-12-31;von Gunten;20;2021
2018-12-31;Azizi;26;2018
2020-12-31;Dexheimer;7;2020
2022-12-31;Karakus;9;2022
2022-12-31;Gerster;21;2022
2015-12-31;Thomä;5;2015
2015-12-31;Thoma;68;2015
2016-12-31;Brückner;9;2016
2013-12-31;Alfeo;4;2013
2022-12-31;Chu;8;2022
2021-12-31;Thaller;5;2021
2020-12-31;Windlin;5;2020
2018-12-31;Kovalenko;4;2018
2011-12-31;Mallaun;9;2011
2016-12-31;Binder;24;2016
2021-12-31;Berini;4;2021
2017-12-31;Franz;19;2017
2022-12-31;Plüss;75;2022
2022-12-31;Rau;26;2022
2011-12-31;Di Nucci;5;2011
2014-12-31;Piccarreta;4;2014
2015-12-31;Jöhr;5;2015
2017-12-31;Deflorin;6;2017
2017-12-31;Musumeci;4;2017
2018-12-31;Sutharsan;8;2018
2014-12-31;Alther;4;2014
2018-12-31;Saglam;12;2018
2020-12-31;Fakih;5;2020
2015-12-31;Weckerle;5;2015
2013-12-31;Aiolfi;4;2013
2019-12-31;Steinbrunner;5;2019
2013-12-31;Kayser;8;2013
2020-12-31;Sabisch;4;2020
2011-12-31;Wisniewski;7;2011
2021-12-31;Nitsch;6;2021
2020-12-31;Gade;4;2020
2020-12-31;Seferovic;4;2020
2018-12-31;Marquis;12;2018
2015-12-31;Belfort;4;2015
2013-12-31;Rosario;7;2013
2022-12-31;Bufi;4;2022
2015-12-31;Martini;7;2015
2018-12-31;Bubeck;5;2018
2019-12-31;Stauffacher;6;2019
2022-12-31;Biber;4;2022
2015-12-31;Karacic;6;2015
2016-12-31;Erlanger;8;2016
2021-12-31;Hänger;10;2021
2015-12-31;Dermaku;11;2015
2011-12-31;Murbach;9;2011
2014-12-31;Bertolf;6;2014
2020-12-31;Pattynama;4;2020
2020-12-31;Muhamad;4;2020
2020-12-31;Matias;15;2020
2011-12-31;Cadalbert;10;2011
2019-12-31;von Orelli;19;2019
2014-12-31;D'Avino;7;2014
2013-12-31;Rasano;5;2013
2011-12-31;Jäckel;4;2011
2012-12-31;Ramiqi;13;2012
2018-12-31;Champion;4;2018
2016-12-31;Wild;44;2016
2012-12-31;Knüsel;7;2012
2015-12-31;Fuchs;127;2015
2015-12-31;Bilali;22;2015
2011-12-31;Perrin;11;2011
2021-12-31;Bass;10;2021
2016-12-31;Cullen;4;2016
2013-12-31;Just;18;2013
2022-12-31;Tebane;4;2022
2019-12-31;Jacquemai;5;2019
2013-12-31;Fontan;4;2013
2016-12-31;Mrkonjic;9;2016
2020-12-31;Junck;9;2020
2013-12-31;Richter;45;2013
2018-12-31;Tekin;13;2018
2011-12-31;Tschabold;5;2011
2021-12-31;Ölcer;4;2021
2011-12-31;Aldao;6;2011
2014-12-31;Güler;32;2014
2016-12-31;Nallathamby;5;2016
2021-12-31;Chadoroski;4;2021
2011-12-31;Venturino;5;2011
2021-12-31;Tokic;13;2021
2017-12-31;De Paauw;4;2017
2018-12-31;Eckstein;8;2018
2019-12-31;Roman;7;2019
2016-12-31;Zenger;7;2016
2020-12-31;Uehlinger;13;2020
2019-12-31;Fleischmann;8;2019
2016-12-31;Haug;14;2016
2012-12-31;Tat;4;2012
2012-12-31;Forquenot;5;2012
2015-12-31;Iseni;34;2015
2011-12-31;Akar;6;2011
2018-12-31;Behle;5;2018
2011-12-31;Icer;6;2011
2012-12-31;Vorster;10;2012
2020-12-31;Holl;6;2020
2020-12-31;Dembinski;5;2020
2016-12-31;Lorenz;57;2016
2021-12-31;Mertink;5;2021
2012-12-31;Duarte;22;2012
2020-12-31;Bidder;4;2020
2018-12-31;Zhu;5;2018
2014-12-31;Stramandino;5;2014
2020-12-31;Cazzato;8;2020
2016-12-31;Affentranger;11;2016
2017-12-31;Rentink;4;2017
2017-12-31;Siegwolf;5;2017
2019-12-31;Eder;9;2019
2020-12-31;Hinderling;4;2020
2016-12-31;Osellame;4;2016
2016-12-31;Steiner;291;2016
2011-12-31;Lombardo;9;2011
2015-12-31;Ismailji;10;2015
2012-12-31;Cardenas;5;2012
2019-12-31;Dogan;131;2019
2012-12-31;Hötzenauer;6;2012
2014-12-31;Haid;11;2014
2021-12-31;Gülcemal;5;2021
2015-12-31;Albietz;5;2015
2018-12-31;Jaccard;6;2018
2011-12-31;Santschi;10;2011
2013-12-31;Philippi;7;2013
2014-12-31;Zumeri;8;2014
2014-12-31;Young;19;2014
2022-12-31;Pesavento;4;2022
2016-12-31;Schädeli;14;2016
2021-12-31;N'diaye;5;2021
2021-12-31;Ndiaye;6;2021
2011-12-31;Jetzer;14;2011
2019-12-31;Wen;4;2019
2011-12-31;Dillena;4;2011
2016-12-31;Patel;13;2016
2020-12-31;Bott;7;2020
2016-12-31;Gertsch;14;2016
2014-12-31;Huguenin;23;2014
2016-12-31;Hauke;5;2016
2011-12-31;Alic;14;2011
2011-12-31;Toklu;6;2011
2018-12-31;Ueltschi;12;2018
2019-12-31;Burkard;15;2019
2014-12-31;Horny;6;2014
2011-12-31;Luketic;5;2011
2018-12-31;Gedik;14;2018
2021-12-31;Wallace;8;2021
2019-12-31;Gasic;5;2019
2016-12-31;Pushparajah;4;2016
2015-12-31;Berneis;5;2015
2018-12-31;Häfeli;36;2018
2012-12-31;Özel;5;2012
2015-12-31;Münch;40;2015
2011-12-31;Rieser;11;2011
2014-12-31;Sendecki;4;2014
2018-12-31;Lavagetti;4;2018
2015-12-31;Buner;8;2015
2015-12-31;Situm;13;2015
2015-12-31;Selimi;61;2015
2015-12-31;Gessner;5;2015
2020-12-31;Reutlinger;7;2020
2016-12-31;Raas;6;2016
2014-12-31;Schlettwein;7;2014
2014-12-31;Stazic;6;2014
2018-12-31;Koenig;8;2018
2013-12-31;Pagliarulo;4;2013
2021-12-31;Köchler;4;2021
2020-12-31;Sokoll;4;2020
2011-12-31;Vine;4;2011
2022-12-31;Behringer;9;2022
2014-12-31;Bron;8;2014
2011-12-31;Rosenkranz;6;2011
2011-12-31;Kanlic;7;2011
2014-12-31;Whitehead;5;2014
2022-12-31;Aygün;25;2022
2013-12-31;Flad;6;2013
2011-12-31;Züst;16;2011
2021-12-31;Simpson;4;2021
